,Review
2198,I do not like this app. The interface is not so good.The customer care number Is not working.ðððððððððð
2203,"Complete junk. Can't even find my bookings. Useless. Shameful. Unacceptable. Bad. Update: a month after its inception it is still not working. I have two international bookings with AC, both of which changed booking numbers in AC's new reservation system. This dumb app can't find either one, under t...
Full Review"
2209,"App doesn't work anymore, very disappointed."
2210,"The worst app I've ever used. I should say tried to use. It won't let me enter a trip to Australia, get a message that can not process request when I enter same booking info as online web site. Garbage. Shameful. If a Zero score was available I would have given the app zero. ð¡ð¡"
2221,"Wow, just wow. You took a perfectly good application and really messed it up. The 'new' application is a hybrid mobile app that has very limited features compared to the older application which was just fine. Can no longer change seats, look at the seat map on all flights, etc. This is a giant face-palm ð¤¦ð¿ââï¸. Bring back the older and 'functional' app."
2224,"What a horrible update! Trading updated color schemes for greatly decreased functionality makes absolutely no sense. The app is now just a collection of links to websites. Where you used to be able to change seats, bid for upgrades, get your boarding pass, etc these functions now just redirect you to a web browser. Even after the redirect you need to enter your booking number and personal details before using the function. How is this not automatic? Making WestJet look better every day."
2231,"Hard to say if it's the app or the brand. But the only use for this app is flight status notifications. I have never been able to access my boarding pass, change flight, even check in for my flight, etc. (Basically anything you expect an airline app to do, this only does flight notifications.) Then you have to download the aeroplan app for the ""loyalty program."" And that one is just as convenient...yea, no. Not at all."
2236,"Terrible update - did not migrate all my reservations, made an error in the spelling of my name, and found errors in the personal / family data that was migrated (check yours to make sure!). To end it, the app updated itself on my phone without my knowing it - no permissions asked. AC, as a million miler and someone who gave feedback about the beta version, I expected more from the airline I use most! You could have done a better job."
2237,"The latest update is terrible. First of all it simply removed all my bookings from the list. On top of that , after adding them again they simply disappear every time the app is opened. As a developer I can't understand what's the problem with persisting data or properly retrieving it from a remote source. Also, the location for checking in and finding boarding passes is not intuitive as they're separate and not linked to the reservation. Yes the UI has a better looking but not useful."
2238,"Air Canada, you have outdone yourselves again! It is amazing how you were able to surprise your users with a new and much worst app that prevents travelers from doing basic things like check-in or storing boarding passes. Wow, the latest update made it a pure garbage. Now I have to go back to the early 2000 and check in on a PC and print my passes"
2239,I dunno that I've had a more frustrating experience with any app ever prior to using this one. Can't find a booking reference. Can't login to Aeroplan. The check-in process just links to the browser method. It's super aggravating to even try and use. Just check in via the browser and take a screenshot of the boarding pass - skip the app altogether.
2242,"THIS APP IS AWFUL AFTER UPDATE!!! I always use this app to travel back and fourth from toronto to vegas. It functioned fine before the update and now this app takes forever to load. I cant book anything on here because it doesnt load. Also, flight status... i can only check out to 4 days? Are you kidding me? Not even a week, 7 days? Please fix. Im going to just go on google flights to check status or use perhaps your desktop site instead b/c this app is now trash."
2243,"Just when you thought this app couldn't get any worse... And here comes a new, updated version that is a forced update. It won't carry your bookings over so make sure you have all your info ahead of time. It also won't retrieve bookings based on your aeroplan number, so you'll have to put them all in again manually. App is extremely delayed while refreshing internet data."
2244,"There was no reason for AC to develop an app that undid 90% of the functionality of the previous app. This app does not retain booked reservations, does not show detailed flight data such as standby/upgrade lists, and requires multiple clicks to execute basic functions like check in. As a Super Elite Million Mile member, and also a former consultant to Air Canada, I am intimately familiar with the recent PSS upgrade. None of that required a wholesale butchering of the previous app."
2245,"This should be a case study around the world, how in 2019, after more than 100 million apps were made for smart phones, comes this shocking failure of an app. Nothing works. Doesn't pull in my flights and most of the times does not find my bookings based on the reservation number. It is an absolutely disastrous waste of space"
2246,"I would hope the developers have taken note of the comments and challenges with the new version of the AC app. In case it's not clear to everyone, you went from a world-leading, asolutely kick-ass app to a place of mediocrity. Since we can't book or seach for flights anymore with the new app, pehaps a scrum or two need to address the fact that you've moved backward by at least 3 years. Perhaps it's Android only but I doubt it. Get to work and we hope to see a new version RSN. Good luck."
2254,Not impressed The old app was 1000 percent better. Logged in knew it was me brought up my flights. This one I need to input that info. Also doesn't allow me options like the one it replaced. Very disappointed. Tried logging I to their web site today on my computer and it would not connect. Tried the old phone method and no one to answer!! Problems galore all around.
2255,"Terrible re-design of app. Can't easily find boarding passes. They are under ""more"" not ""my trips"" tab. Alaska Airlines app let's you select earlier or later flights during check in, this doesn't. Doesn't send notifications, and always get confused between logging in with Air Canada credentials or Aeroplan. Old Air Canada user interface was pretty good, this new stuff is garbage."
2256,"I am a 100k Super Elite, and I cannot check-in using mobile after their upgrade (either system or app no longer works). Once checked-in, I cannot get eticket to show so now I have to ask for a paper copy. I assume this means eUpgrades will also be less usable through check-in screen. The saving grace for AC is their staff at check-in and lounges- as it certainly is not their mobile team. The UX (when it almost worked) was less functional, but did look prettier than previous version- design>ux"
2257,Would give the new app zero stars if possible. It lost all my bookings. I have to input my credit card and billing info every time as it can't seem to remember anything. Searching for flights and finding your boarding pass (which doesn't auto-brighten your screen anymore either) have become less intuitive. Funnies part is you can't even book a flight without getting an error message on this dogshit app. A real shame as the old app was much better than the westjet app.
2258,"I have not been able to retrieve my bookings or check in to my flights successfully once since the new version of the app rolled out. I exclusively use Flight Passes and it won't even pull in my bookings or recognize them when trying to add them manually. Also, removing the ability to check in with Aeroplan number and hiding the link to check in from the main screen makes this app unusable. I wish it worked as well as the dedicated Flight Pass app."
2259,"This app is completely useless. Prior to the redesign it had some flaws, but all around worked ok and easy to use. Booking were automatically loaded if you booked through flight pass, check-in was easy, all boarding passes were displayed and your main screen was a countdown to your next flight. Now there not even a point of taking space up on your phone with this usless app."
2265,"This app was fine before, did what it had to do. BUT THIS NEW UPDATE IS TERRIBLE.. it completely removed all my flights from my account, it wont let me check in to my upcoming flight-even though its less than 24 hours from now. There is no longer a home page and so it makes the app more difficult to navigate. Many other little issues i noticed and i am very unimpressed."
2266,"Worst airline app I have ever worked with, I constantly get error messages when I try to book flights without any explanation, only explanation is ""it is too embarrassing!"" at least they got this right! For a company like Air Canada this app is really embarrassing! You can't even book flights on it."
2268,"On a pixel 3 using android 10 - since the new release nothing is working. 1. Tried to check in my flight from yul to YYZ this evening, when choosing the standby early option none of the options responds 2. Tried over 10 times during various time to check in my flight, on the last screen when issuing the boarding pass got the ""something went wrong"" error message. Ended up using the web portal instead"
2270,"Absolutely terrible update, had to manually enter all personal information again. nothing was transferred over. Unable to book new flights because the updated mobile number from the Aeroplan app doesn't syncing into my passenger information on the application. Why would this be allowed to go into production without proper testing?"
2271,"Why does the new app have less information on my flight than the old one? It is no longer very intuitive in terms of seat selection, upgrade bids etc. Clicking change takes me to the site which doesnt work because my flight is booked through an agent... if I have to go to your site what is the point of this app?"
2272,"What happened? Previous app was fine - had links to other Air Canada services, kept all my bookings, etc. Now it's causing me to start all over again but it won't maintain my bookings. And no more handy links, or working on seat selection. Feels like I've stepped back into the dark ages."
2273,Ok...been a month or so since using this app and looks air canada has tried to upgrade it......b4 it would work intermittently now not at all...I put in by ref # and last name over the last 12 hours multiple times and get an error each and every time...say it is reported but never work! I guess it is back to kiosk (which worked fine. This is very frustrating for this day and age.
2277,"Very basic. Has airport maps of airports that i dont need but dont list the ones that i do. Removed contact info for customer service. As a 50K, has no indication of status or benefits. No links to anything,. Not even a home screen. This was a BIG step backwards and a BIG disappointment ð¥ Air canada should look at Delta's app. One star because i cant give any lower. Typical air Canada- give less but charge more."
2279,"Doesn't keep my bookings...each time I restart the app, it looses my bookings and my Aeroplan number, app doesn't retrieve my bookings even when logged in with Aeroplan number, cannot see seats, nor the layover time, nor the details of the flights anymore, cannot book a flight anymore, cannot makes changes to flights, cannot check in, cannot...cannot... cannot...name anything, this app can't do it! What's the point? Even RyanAir and EasyJet have better apps that this...."
2281,"Since the update it has been abysmal. Cannot check in through it, the option just doesnt work. If you can still request upgrade or get on standby I cant find it in the app. The old version was infinitely better. This has now just become an information display only. No functionality."
2283,The company is less responcive than the app. Despite this being a challenging time Air China refunded tickets immediately. Manulife refunded a one year travel policy after 5 minutes on the phone. Getting a personal responce out of Air Canada is like trying to squeeze water out of a rock. They do not pesonally respond to email. Phone.... You'll spend 1/2 hour on hold only to have the call drop. If you can get thru mention the DOT Enforcement Notice which obligates them to issue refunds.
2284,"Old app - Buggy... check-in hit and miss... doesn't link well with Aeroplan or give me access to a digital Altitude card. Really one of the worst airline apps, needs work. Updated app - UI is now worse, just horrible, even trying to view or retrieve a booking is confusing. Check-in doesn't work, and boarding passes not stored in app either, so what is the point of this app? This is a non native app that is a jumble of web links. App in current form is useless."
2285,"Horrible update to the AC app! I can't book a one way flight from a non-local destination, all my info is gone, you can't preview seats, and you can't review different dates for flex travel options.... what is the point of this update!?!?! And just before the holiday season! Really!?!?!??!?!"
2286,"The new app is terrrrrible. Can we just have the old one back please? All of my bookings are duplicated consistently, I can't read them because if I scroll down the app decides to push be back to the top of the list so it can refresh in an infinite loop. Used/past boarding passes also stay around for weeks after the flight."
2287,I used this app weekly for weeks fornwork travels. Last major in November 2019 made it absolutely awful. Its. Now impossible to retrieve booking using you frequent flyer number and old Old boarding pass from Previous trips are showing up before new One. Also Unable to find having a hard time to retrieve booking using air Canada booking number. They took and okay app and made it absolutely frustrating.
2288,"Air Canada really messed up. This app is the worst I've seen, previous app was not perfect but at least it worked, this one doesnt do anything. Reservations never appear, nither boarding passes, check in takes for ever, and if you add that is imposible to get a hold of an agent, I have to say Air Canada is really deception."
2291,"Useless app. The on board wifi wouldn't connect. The both times I tried checking in the night before my flight, it said I checked in successfully, but the morning of my flight when I checked the app for the flight status, it said I had not checked in, on both flights there and return. Totally useless app."
2293,"Everytime we try to use it there's a problem. Never had a successful check-in. Always get an error, luggage payment went through but it says 0 luggage on the app, etc..."
2300,"Very bad experience. Booked seats and printed boarding pass but those weren't available and they refused to honour my boarding pass, instead printing me a new one. Also, having to enter over and over again the same booking #, to check-in, then change seats, then track flight, then track your trip... wth. On top of that, it changes things like booking # without telling you why, nor offering an wasy/quick way to contact Customer Support. Poor FAQ / knlwdge base included. Horrendous."
2301,"Nicer UI for the app but missing lots of critical info from the old app. Eg. Digital Altitude Status card, Seat Preview, no images of beautiful destinations, limited tracking of future flights, no ability to do eupgrades on the app. Overall, they made it look nicer but completely neutered the functionality."
2307,Almost missed my flight and caused a lot of stress. I checked in the morning of the flight and had my boarding pass just on the app. Then I was right about to start going into security and the app told me to update. All my info and my boarding pass was gone. I thought it would have my boarding pass linked to my aeroplan account at least but nothing. Horrible experience.
2309,The previous app was largely better. 30 minutes from boarding this app still doesn't show the actual gate for the flight. Was unable to check in from app as kept saying that booking number didn't exist even if booking is saved in app. Had to redo process 3 times to get electronic boarding passes on here.
2312,"What's the point? Should be all about the traveler. If you login you should see your status, booked flights and the ability to manage your flights and account. This app does none of this. Have a look at the Delta app if you want to know how an airline app should work."
2313,"Garbage. The app does not show your altitude status anymore. Slow to respond. No more biometric log in option. Minimal information about your upcoming flights, unable to see or change your seat. List can go on but lost enough time on this useless ""upgrade""."
2315,"It takes a ridiculously long time to pull up flight prices. The only reason it should take that long is if you were kayak and searching every airline. On top of that, the itinerary has next to no information, and no option to select seats or anything."
2317,"This latest update stripped all useful functionally and now all it does is show me the dates that I'm flying. I can't check my seat, booking class, upgrade options, or really anything other than view date and time of flight. Please go back to the previous version."
2320,"Awful update. The app was quite functional before but now it is slow, unresponsive, and my trips had disappeared. Also the boarding pass doesn't appear after you check in using the web version (which I had to as the app kept falling to allow me to check in)."
2321,"The old add works perfect, but the new one has a lot to complain. The app becomes not as fluent as before. Information on baggage allowance and custom clearance are gone, which were features I appreciate a lot. Hope you can add those features back."
2322,"Horrible app. This ""improved"" app doesn't save your information, and you have to manually add your flights as opposed to the previous app,which would load everything for you. Too bad there isn't a way to go back to the old version. This one is really bad"
2324,"What a disappointment this update is! Who ever thought this was a new and improved version obviously needs to reevaluate. Like many other users, I found the previous version so much easier to navigate and user friendly. I wish there was a way to roll back to the previous version."
2327,Never starts after the last update. And now it's not compatible with my device running Android 6.
2329,New app was automatically added to phone. Old app gone! This one is horrible. It has taken away much of the information that I used to get with old app. Not sure what exactly is supposed to be so new and improved! This one is pretty useless
2330,"Kicks you out for no reason. Hard to check in. Hard to get the information you need. Rather speak with an actual person. But hard to get a hold of someone on the phone as well. ONLY reason to use this is if you bought air canada ticket, other than that, garbage app."
2332,Old app was better. It was glitchy but at least functional! Can no longer access digital card for status. Not able to manage reservations through the app. Basically useless. I was on the beta test for the app but not once was I asked for my opinion.
2333,"The app is a mess compared to the previous version. Won't add bookings that have been made outside of Air Canada's website to my trips, keeps my old boarding passes and trips unnecessarily, makes everything hard to find. Completely terrible user experience."
2335,"Terrible so far..can't see seat selection, more than one flight showed up for the same say, apparently this means the original flight was cancelled and changed but doesnt actually tell you that, and doesnt show what you paid etc.. now have to call and find out whats going on...so far, not a good app at all â¹"
2339,"What a horrible update this is. Just shockingly bad. The interface isn't intuitive, the background is depressing and they've taken out the seating details. They should pull it and go back to the old one which was great."
2340,"Bad bad bad... Got the app before leaving on trip so I can manage the booking. Before returning I want to check the booking but can't because the app now needs an upd that is forced down my throat as I can't use it before I upd. Also, will lose the booking as it's not transferred so I'll have to go back to find the emails. No way out so I update; now I'm trying to add the booking again in the new app but can't because AC has a problem and they're sorry about it. Did you people test this? Sigh..."
2341,"What did you do this app in the last update? It no longer links to my AC account so I have to put in flights manually, the user interface is terrible, and it has less info than the previous version of the app. At this point, the all is pretty much useless."
2372,"Nice UI. Shame there's even less utility than the previous version. Frequently doesn't work, crashes and generally not up to the basic standards you'd expect of an airline app."
2376,Detailed eady to use accurate
2378,"The app has half the functionality of the old one! Can't see my Aeroplan Status in the app, can't track inbound aircraft, my bookings keep disappearing from the app. AC you need to step up your game"
2380,They made a mess out of this app on the last update. It's no longer intuitive and user friendly. Takes far too much searching and linking compared with previous version.
2381,"This app looks like and performs like it was developed by a three year old built it when the y picked up a computer for the first time. No wait, i am being far too gracious. I cant find half the functions present in the old app. Are they gone?"
2382,Not sure what happened here. New app seems to put some hipster design over functionality. Probably worst airline app on the planet at the moment. And they're surprised by the increased number of calls to their unreachable call center.
2383,"The new app is terrible. The previous version was far superior in look, feel, user experience, functuonality. The new app has less features, less information and is not as intuitive to use"
2387,"The bad: can't use it for check-in, can't get a mobile boarding pass, can't look up a reservation. The good: it gives you the sweating smile emoji while it fails at the most basic of tasks."
2388,Had to stand in line to verify myself before boarding because I used the app. Defeats the purpose if it is more work to use the app. Stick with a paper boarding pass.
2389,"Simply does not work. Will not allow check-in for most US AC flights. Also terrible layout and design. Utter failure as an app. Makes the old version look good, which is tough!"
2390,Can't look up upcoming trips on this app. It just returns errors and tells me to try again later.
2393,This new version has stripped practically all of the functionality of the previous app. So I give this a very poor rating. Also tried to access Airplan and that function not working.
2394,"Doesn't work for check-in, has issues in validating foreign phones, throws error when validating ETA. The only thing that works is information that yes, I booked a flight with air Canada..."
2396,"Very disappointing that none of my information, flights, aeroplanes number etc made it through the upgrade. I loaded my information and checked in. No boarding pass. Can we have the old app back until this one us ready?"
2397,Forced update without giving me a chance to copy my bookings which were erased as a part of the update. Now having spent 2 days trying to get through to recover to lost info. Will never depend on this lousy app again.
2398,"Can't even book a flight with this new update, tried clearing cache and re-installing, nothing worked. I had to resort to use their ""moble optimized"" website to book my flights. Big fail."
2399,AC managed to achieve the seemingly impossible: make a truly horrible app even more useless. Nothing works in this new version. One star is too generous.
2400,"The new update removed the function to manage booking. It becomes useless until the time you check in through the app, of course only if the boarding pass still exists."
2401,"App still shows a boarding pass for a flight I took three days ago. Doesn't automatically show bookings made with my account, have to manually add them. Not intuitive."
2402,"Crashes every time, won't let me see my boarding pass, won't let me tap on most content in the app. Quite frustrating, and not a good first time expirence with Air Canada."
2404,"very basic functions, not integrated with altitude, etc...and nothing works. Between this down grade to the app and recent changes to the AC reservation system...impossible to manage your travel"
2406,"The old version you can add flights and tracking ahead of time now it's not available. And now you can only link profile with aeroplane, this app is going backwards."
2407,"Nothing but problems since redesign. This app was once useful, but since it was revamped, it doesn't work. Please go back to the old version."
2408,The new app is less usable than the old one. That you require a booking reference number to check in is unnecessarily clunky and makes for very poor user experience.
2409,Terrible. Does not keep credit card info. Times out. Not intuitive. How about some AI...and it erased all my upcoming trips... can't check in ahead of time...
2410,"Update seems to be not in the best shape.....first, it deleted all my.flighta fron previous version. Second, I am unable to add it i to the application now ('error we didnt't quite expect)."
2411,"After the updates, the app wont allow me to add any bookings nor my aeroplans. Not even allowed me to search flight status or flights. Kept popping up an message saying unexpected error. Please fix."
2412,"Poor, older version was much better. I can see all my booking details including reference, seat numbers which is not available in the updated app."
2413,"When I try to login to the app using my Aeroplan details, it results in login failure, and it's been more than a month since this app rolled out."
2415,"This isn't just the worst update I've seen in an airline app, it's the worst I've seen in an Android app. How the hell do I check in? It makes me open a separate web browser now. Then give some errors"
2416,"2019-11-29 Still needs lots of work. Could not check in on the app. Had to use the Web and even then, flight does not appear in the app."
2417,"Flights are constantly delayed without compensation. App does not retrieve bookings, and emails to check in are inconsistant. Can not do early check in through website. Terrible application!"
2418,"This app is a step back from the old app. Everything is good seen, it's not easy to check in anymore .. keeps shutting down on me. Bring back the old app !!!"
2419,Good app which updates news constantly
2420,Nov 2019 version of app always crashes when trying to add reservations. Unstable. Do not use for boarding passes. Not sure if it will work for IFE (needed for Rouge)
2422,A total mess...needs a complete overhaul ...this merging of apps with Aeroplan is a disaster...and I am constantly getting messages to change my password because my previous ones dont work
2423,"I cannot seem to find a way to book a 3 city trip. I've tried all the obvious buttons. I can get a one-way trip and I can get a return trip but no obvious way to go from ""city"" A to B and return from C back to A."
2424,"This new version is a disaster. Far less intuitive to use than the old version and less functionality available. What a dissapointment, Air Canada!"
2426,The new app displays too much private information without permission once click on aeroplane tab. It is no good. Actually the old interface was better.
2427,App was great in old format. Every ref number i enter i get sorry error occured. So i can t load any bookings. What a useless app and clearly less functionality. I hope they update asap
2428,"New app update is terrible. It always crashes, does not notify me when I can check-in, and won't let me access my boarding pass."
2429,"This app is a downgrade from the previous version. No integration to aeroplan for flights. No settings to put in default check in data..basically a ""pig with lipstick"""
2431,"Too many bugs, some days it works good, others it doesn't. Today searching flight status by route doesn't work."
2434,"App will crash now as soon as you touch any buttons, old version worked great but new version will crash. Search bars show no results regardless of what you type in."
2435,"Terrible. It worked way better & a lot faster before! I hoped the update on 11/22 would improve it, but it didn't. Please fix it!"
2439,"Worst most flawed app ever. Everywhere you turn, theres an error message patiently waiting for you. Embarrassing"
2440,Very low functionality. Very little information compared to the old one. Needs a lot of work. I will have a hard ti.e using this.
2441,unhelpful app; it never keeps my trips. I'm always having to add my booking info to pull it up. I'd rather use the website on my phone at this point
2442,terrible layout and doesn't show a timer until next flight leaves and arrives like the old app. wouldn't let me pick preferred seats while checking out either for some reason.
2443,"Less functionality than previous app, can't select flights, can't standby for earlier flight, in general very watered down app from previous version. AC do better"
2444,"The update completely killed the app . Stupid Air Canada, no checking if anything web related as usual! Won't find booked flights, keeps asking to update every time also."
2447,The new app has terrible UX. Why are boarding passes hidden under the three-dot menu? It's a core feature of the app. The previous version was waaaaay better.
2448,The new app UI is really horrible. Plus updating removed all of your information. Not sure why they bothered with this update. I'm sure some VP of SW is happy though.
2449,"This app is now horrible. I have bookings appearing in duplicate, cant see or change my seats, cant see if i am wailisted for an upgrade and cant check in. Garbage. Put the old app back."
2450,"I wish i could rate this lower! simply doesnt work, removed features, difficult to use. Was this done as a highschool project?. No im wrong they would have done a much better job. Shamefull effort!"
2451,"Truly hopeless update... Why kill a good thing? Loads random boarding passes unrelated to where you are actually traveling that day. Doesn't automatically open up SMS based boarding passes, etc. Maybe a little prettier, but functionally useless."
2452,"So the player just didn't work on my flight today. So lets recap, I was stuck on a dirty plane with no leg room and the on-board entertainment didn't work. Amazing."
2453,"No digital cards for any level of status P25K to SE100K. Especially for P25K who are not issues plastic cards, this removes the only source of proof of status for Air Canada Altitude members."
2456,"I want to go and explain everything thats wrong with the upgrade but we only have 500 characters on here. Where the hell was QA on this one ??, Can you honestly as Canada's leading Airline afford these kinds of mistakes?"
2457,Updated version no longer has the ability to check in via aeriplan number. You need the booking reference. Inconvenient!
2458,"Literally is useless now. Worked fine a month or two ago, this new update makes it nonfunctional. Cheers, Air Canada, cheers."
2459,Brutal update. Use to be able to check in with Aeroplan number now only option is booking reference....why would that change be made?
2460,Not good. I managed to check in but everytime I try to see my boarding pass it crashes. What is the point in having an app if it cant be used?
2461,It's nice and good. Working better than previous app but it's missing some features (like managing my booking!) and also missing option to import boarding pass into Google pay.
2462,"Nothing works after an upgrade to a new version, cannot add trips, check in, etc. This was a downgrade to totally unusable app."
2463,"Lost all my information, won't retrieve my flights, just doesn't work. Useless upgrade. Bring back the old app.!"
2464,Terrible. It doesn't recognise Air Canada booking references. The interface for booking flights is a slow and painfull process.
2467,"This app is completely useless. It would be better if it wasn't available at all. At least people wouldn't waste their time trying it. Air Canada, please look at Fly Delta app for example, maybe you should banchmark it."
2469,Your new interface is absolutely awful. It doesn't show nearly as much information as the previous version. Please change it back.
2470,Terrible update. Doesn't have stored CC info. Can't book multi-city flights. Better bring back functionality or no chance anyone will keep using.
2471,The old app seemed more accessible. Check-in needs to be on the bottom menu rather than stuffed in the ... menu.
2472,Seems lately not working like it should. I cant sign in anymore without an aeroplan number even though i have an accoint and been using this app for years. Oh well
2473,"Right now, the app won't let me add a booked trip. It returns an error message when I try to input my booking reference."
2474,Can't be any worse than this! Can't add my trips. Can't get boarding pass. Why to have an app if you can't even do the essentials.
2476,"last update in November caused more issues, I could not see any of my 3 booked flights with the Booking references! bad update!"
2477,"Useless info in the ""Whats New"" . . . ""We've fixed a few critical bugs"" . . . You REALLY can't give ANY details on what specifically has been changed/fixed ???"
2478,"Forced updated, now i can't add bookings to the app. And can't connect Aeroplan either, app is as unreliable as the airline itself."
2479,This app has become unusable after the November 15 release. I can no longer find my bookings or any of my trips. Whoever thought this was a GA ready release should be fired.
2480,"Made a reasonably working app worse in the refresh. Appears to be little debugging or testing. ""Just ship it now and we'll patch it later!"". Pathetic."
2481,This app is sorely lacking. Can't see or change seat selection. Less options than previous versions.
2482,Not great. Randomly loses your boarding pass immediately before your flight if your flight has been delayed. ð
2483,Latest update is terrible. Very difficult to simply find your boarding pass. Often gives me boarding pass of old expired flights...
2489,"Horrible app, didn't think they could make it possibly worse. Completely non-user friendly. Can't find flight information or seat assignment."
2490,The latest update broke access for me on my galaxy s9. My bookings disappeared and I get 'system unavailable ' errors if I try to reload them.
2491,"Horrible app. The previous version was much better. I have yet to successfully check in. Step it up, air Canada..."
2492,"Broken update, cannot retrieve bookings, even after trying to manually retrieve it. Useless in its current state."
2493,"Completely useless app since the update, I've flown multiple times since then and not once have I been able to check in on the app."
2494,"Terrible, this new app is aweful. And to add to the terrible experience air Canada is updating its booking system or something and is completely useless."
2495,The latest upgrade removed my existing reservations and cannot locate them again with booking reference. So I cannot check in or monitor status.
2496,It keeps forgetting my trips! I have added them 3 times and every time I go to the app it says no upcoming trip. How did this app pass QAð¤¦?
2497,"The new updated app doesn't work. Almost every option to view any flights status or check in has a ""oops"" error"
2498,Not informative at all. Cannot check into my flight. Just bumps me out and gives an uninformative error message.
2501,I can't use my aeroplan # to identify myself to check in anymore. That's very inconvenient to have to find my booking number...
2502,Continually deletes reservations after they've already been added and the online check in feature doesn't seems to ever work the first time.
2503,Does not work properly It crashes when you try to get your bording pass. Too many steps to verify flights compared to previous app
2505,As a Star Allegiance partner passenger this app is very limited. Logging in as a basically a guest provides very little value.
2506,Constant errors. Can't check-in nor get bording passes. This is a step backwards.
2508,cant even pull up for booking. keep getting a pop up that says an error happened and they have been notified...
2509,Doesn't work. Got boarding pass on 1 of 5 flights. Let's put the old one back up until this one works...
2510,Thank you for updating something that was working perfectly. Now it is not able to find my booking. Mille merci estit
2511,Horrible update... right in the middle of my trip. All my flights and boarding passes disappeared ! User interface sucks
2512,No flight update info or even gate info. Bad navigation. They need to go back to the old app.
2513,"Big step backwards, why can't I see my seat selection anymore? Not intuitive at all."
2514,"Unintuitive menus. The app keeps giving me an error ""well that's embarrassing..."" when I try to check in."
2515,"It's absolutly rediculous that you've taken a half decent app, with just a few glitches and created a completely useless experiement in passanger/customer frustration! Why? Who thought this was a good idea? Are things really this bad and disorangized at Air Canada?"
2518,"AC removed so many functionalities (seat selection, Aeroplan card,...). App is now just completely useless."
2519,Terrible app! Just like the service it's just very disappointing. Since the upgrade it's has gone from bad to worse.
2521,"Why did you change the app? This new version is terrible. It's not well organized, constantly shuts down and not at all intuitive. HATE IT."
2523,"The app is garbage, never works, can't check in for flights. Where are the boarding passes?? Hidden about 3 pages deep."
2524,Crashes all the time
2525,"Never lets me check in through the app. Every time I've used it it says ""An error occured that we didn't expect"""
2526,"Brand new galaxy s10. Wifi says it isn't supported. Have 4 galaxy devices all less than 1 year old, nothing works. Piece of garbage. Horrible. I really want to swear, but I don't do that. My kids can't watch anything."
2527,Still getting error message when I try log my details. I updated it as per the update available on the 21st to no avail.
2528,"New app, same issues. Slow when checking in and God forbid you click twice on something, instant error"
2529,The old app seems better. I find searching for flights more difficult than it should be
2530,"If it's not useless , then it's completely useless. Google provides better tracking than air Canada app itself"
2532,"Waaah, new version is really hard to navigate. Why change the interface? Makes no sense at all."
2533,Very slow and not intuitive to navigate. Poorly designed.
2534,Can't do anything in the app without getting an error message. Absolutely useless.
2535,Same experience with the rest. The new app definitely lost its functionality. Its rather useless now. Whoever designed this or better yet whoever approved this should rethink their decision.
2537,"Updated app is still terrible. Can't check in, can't access boarding passes."
2538,"What a crappy app. Very few features, mostly a sales tool as opposed to a customer service focused app. Waste of time."
2539,"This app is terrible. I couldn't check in, it can't download my pass. I don't know what this is even for if those things don't work."
2540,"This app is not accepting new bookings, keeps crashing after the latest upgrade."
2541,I liked the old app. I use the AC app a lot but don't find this version good at all!!
2542,"The app went from barely useful to hot garbage. Cant even add any bookings because it just throws an error, ffs...."
2543,"Most functions i tried did not work. To be expected from Air Canada, I suppose."
2544,the old app enabled you to select or change seats. wth happened to that??? whoever the developers are for this app are not competent and dumb. they should be fired for such a poorly redesigned app
2545,This update made the app worse and continually crash - please fix. I need to fly tomorrow and can't tell if I'm checked in or not!!
2546,"Very buggy and reduced functionality since the update, better to just use the website now."
2548,"This app is horrible confirmed flights can't be found, at least the this is embarrassing message is something they think is funny ð"
2550,Can't get my boarding passes . Tried the app for about a week . I get an error with a smily
2551,The new AC app is horrible. Only a fraction of the functionality as before.
2552,Terrible! Aircraft types are incorrect on reservation. Can't load seat map.
2553,The app was very simple before. Now its overly complex.
2554,Terrible. Bookings aren't saved after I add them. No Home page.
2555,Much prefered the older version. This update isn't as user friendly and won't work on my phone.
2556,Doesn't actually allow you to check in. Always errors same issue after multiple flights.
2557,What did you do to your app? The new one is terrible. It keeps forgetting my trips. I add my trips and it removes them after a while.
2558,Haha - Air Canada turned an 'okay' app into a pile of poop. Great work!
2559,"The redesigned app is horribly unusable. On my recent trip, I ended up using Kayak instead. Whomever approved this UX should be fired."
2560,doesn't work. old app was just ok at best. this one did not work from the get go
2561,"New update removed my bookings, am unable to re add them, and now the app won't even update."
2562,This use to be a great app bot sure what you did but fix it! This is the worst airline app out there now by a mile
2563,This app in the recent update has all of a sudden become very unstable.
2564,Disaster. Utterly useless. Can't even handle manually loading a reservation.
2565,"Terrible App.Must use this APP for flight notification, NOT available to do flight notification on PC as before."
2567,Why do I suddenly need my reservation code instead of my Aeroplan number to check in????
2569,Next to useless. Provides you with very little information. The previous versions were 5X more useful. The developers should be sacked.
2570,Very bad since I downloaded the new version its working only Eror messages is popping up all the time
2571,This app was great on my tablet and now does not work at all. We don't all use our tiny phones for apps!
2572,"Terrible Terrible who on earth approved this app change? I mean some idiot thought of the changes and another idiot higher up approved it. It is a useless new version and keeps crashing anyway. I removed mine until new version comes out, totally useless."
2573,Fix this garbage. All tracked trips dissapear when you log into aeroplan on the app.
2574,"After recent December update, the app kept closing when trying to open."
