REVIEW,SENTIMENT,Module
"It's very inconvenient to use. This app can't remember my name and any flight confirmation number. I have to go through a cumbersome login procedure every time I reopen the app to access my boarding pass. In the end, I had to use the Delta website to print my boarding pass to a PDF file on my phone.",Negative ,User Experience
"this app is buggy and unreliable 1. Even if ive pre-loaded my boarding pass when i have access to data, when i get to the gate, about half the time the app relaunches and makes me log in again and enter the flight number. 2. When flying as a 2nd person on another persons itinerary, both QR codes res",Negative ,User Experience
"Great ... except when it glitches unexpectedly at the VERY last moment. My wife and I decided to go completely electronic on our last flight. No more printed boarding passes. We both had the Delta app on identical phones and could both bring up both boarding passes on either phone. We thought ... even if a glitch on one phone, we could bring up the boarding passes on the other phone. 5 minutes before boarding we both had the Delta app open with both of our boarding passes on the screen. Then, both our apps simultaneously logged off, requiring us to login again with our passwords (which we didn't know). This despite the fact that the app always remembered our passwords in the past. ARGHH... Fortunately, the Delta gate attendant brought up our boarding passes on his terminal and let us on. He acknowledged that others were having the same problems. The fact that both of our apps went down at the same time indicates that this is probably some security measure from the Delta server. OK, if this is necessary at least, let us know.",Negative ,User Experience
"This app is terrible. Constantly giving errors and has to be restarted, and has also bugged my boarding passes before when travelling with other. Today, I reset my password on the computer because of too many log-in attempts, I go to log in on my app and it says my account is locked and I have to call customer service. What?? But I just reset my password! I go to log back in on the computer - locked as well. Customer service tells me THEY have to wait 24 hrs! Why even tell me to call them???",Negative ,User Experience
Crashes every time,Negative ,User Experience
"I gave up on this app after it repeatedly asked to change phone settings with no luck. Bottom line, the competitor airline apps are easier and don't require this difficulty. As a business traveler the app needs to work all the time or I use another airline. Simple as that.",Negative ,User Experience
"3 out of 3 times I've used this app, it functions well up until about 2 hours before my flight, at which point my flight details are removed and searching with my confirmation number does not work, forcing me to print a boarding pass. I can screenshot my pass earlier to use it and hope that nothing changes, but this is Delta, and that is not a positive experience. Happy to Updatemy rating if i can get onto a flight 3 times in a row without the app clearing my flight data.",Negative ,User Experience
"Doesn't consistantly give notifications. On multiple occasions it failed to pull up boarding passes. Behaves erratically when not able to connect to the internet (like when your phone is trying to connect with airport wifi, but the router wants you to agree to Ts and Cs.) User authentication can be difficult.",Negative ,User Experience
It keeps crashing on my galaxy S9+. I literally have to uninstall and reinstall every time I use it. I don't have this issue with any other apps!!! It's very frustrating and not what I expect from my favorite US carrier!,Negative ,Application Crashes
"I have used virtually all the major airline apps and this one is way better than any other. Remembers my info (if I want), tells me when there is a flight delay, tells me where my checked bags are at: if there is a delay that may compromise a connection, it offers suggestions ; helps quickly find the lounge (very important) ;even lets me save a pic of where I parked my car. The only downside is that it is difficult to check in to code shared flights with WestJet but easier than United/Air Canada",Positive,User Experience
Nice app but needs to fix 2 things. I can never pay for my luggage ahead of time. I check in on the app then go to the airport to pay for luggage. I also need to put my KTN in at the airport and the app doesn't Updateby the time I get to security; would be nice to be able to add it via the app. But it does provide good flight and baggage info.,Negative ,User Experience
"Love the airline and service, but I've not been able to book flights directly through the app for a few months. I've tried uninstalling and reinstalling, as well as confirming it had all needed permissions, cleared data and cache, and it never lets me select airports. Managing reservations I've created online has never been an issue, but it's slightly irritating that I cannot book through the app. Would be 5 stars if I could book through app successfully.",Negative ,User Experience
"Logged me out, wouldn't let me log back in, tried MULTIPLE different avenues to attempt, even said my email was invalid. Horrible experience for someone who has an anxiety diagnosis. Do not recommend!!",Negative ,Login Issues
Never remembers my login information. Now it won't let me log in at all.,Negative ,Login Issues
"It runs constantly in the background even when not used. Even after I kill the app it restarts again and again. I use it maybe once in 2-3 months. So I uninstalled it. I will only install when needed and immediately uninstal it. Delta, you need to do a better job!",Negative ,User Experience
"It's always losing my trip right before I need it. It's nuts. I put in my details it finds my trip and then I get in line... Phone screen goes off and I go back to the app and it says ""no trips. Find your trip"". I now have to hold up the line and type my confirmation # back in to pull up my pass. It's soo bad I don't fly delta because of it when I can. Oh, and when trying to type in your name and confirmation to find your trip, if you switch apps it clears the fields!!",Negative ,User Experience
"Confusing. Has some good features, but it's almost impossible to find information about upcoming trips. It's way too focused on what's happening in the next 24 hours and selling you upgrades and has way too little useful information about future flights. It's basically a marketing tool for Delta.",Negative ,User Experience
the app is quirky. on a Samsung 8 it does not all me to purchase flights. continuously kicks the city out..I also have issues checking in. my work around is to. heck in on line THEN it shows up on my phone. All of this defeats the purpose and especially as much as I fly for business and pleasure. I also emailed Delta directly with these concerns with no response,Negative ,User Experience
"Latest upgrade is broken. My Trips to List Trips to Select Trip to View Bording Pass (4 clicks) goes to a fully new screen that shows a background with small letters about when next trip occurs. Trip notifications are directed to screen that says you have no upcoming trips. Deleted app, reinstalled but this didn't fix the issue. Not usable for showing boarding pass any more, back to paper tickets.",Negative ,User Experience
"The Android OS app works well enough, though it's not as polished as the app for the iPhone/iPad/Apple Watch, which brings me to my major issue with this app: there is an app for WearOS that shows up on my watch, so I download and install it on my Fossil Sport only to tell me that it's incompatible with that device! It also doesn't work with the Huawei Watch 2, Q Explorist HR, LG Sport, and two other Wear OS devices I've tried, which begs the question: which devices does the Wear OS app work with????",Negative ,User Experience
"OK when it works but it doesn't work about 50% of the time. Frequently says ""Oops, something went wrong"" and crashes, or my boarding pass disappears such as yesterday, right before I had to board my plane. Nice going Delta. No option to download the pass for offline use which is essential if the airport has crappy wifi. Doesn't keep you logged in, kept having to look up my confirmation number even though my flight details were there. Check out United's app, theirs is much better.",Negative ,User Experience
"First time using this app and it worked great. My husband and I each downloaded it and used it for our trip. We received our e-boarding passes within the app, were able to check-in the day before our trip, received important notifications concerning our trip prior to and during it including gate change notifications as well as a delay in boarding message. Very easy to use.",Negative ,User Experience
Won't allow check-in without location permission. Will not fly with these chumps again.,Negative ,Check-in
App continues to close in mid-season. Cannot file my report for delayed baggage.,Negative ,Application Crashes
"This app constantly crashes. I can't accomplish anything on it - I've restarted the app, I've restarted my phone, I've uninstalled and reinstalled the app multiple times. Nothing works. Just a really poor functioning app. I expected better from Delta.",Negative ,Application Crashes
"WARNING - MAJOR PAYMENT BUG!: when you pay for baggage, this app will tell you the transaction couldn't be completed even though it was. So you try again and get charged each time. Now I have to chase Delta for refunds - they never even flagged it or contacted me to refund me for extra baggage payments for a previous flight I took.",Negative ,User Experience
"Loaded boarding passes on the app, checked our bags and proceeded to security. Scanned my boarding pass fine, scanned my wife's, then when tried to swipe to my child's, got an error, can't load boarding pass. Swiped back to mine, same error. Frustrated and had to go back to check-in counters to print paper passes. Good thing we had plenty of time. Unreliable. Don't depend on it!",Negative ,User Experience
"This app sucks. My flight was canceled and decided to download the app to keep current on my connecting flight status. I ultimately missed my connection and was automatically rebooked on the next available flight twice. I only knew this because I was looking directly online. the app still had me on the first flight I missed and if I relied on the app, I would have had no clue what was going on. not to mention it is hard to navigate. I am deleting the app and going to rely on the website.",Negative ,User Experience
"This is absolutely awful. I used this app and website maybe a two years ago now and it was one of the best experiences. Now, this app and website both suck. Like most reviews complain about already you need to enter your info EVERY time you need/want to see flight status, check in, etc. It is extremely annoying to deal with. The app is literally the website in an iframe. What happened Delta?",Negative ,User Experience
"Not a great option for boarding pass. Even though I stay logged into app with frequent flyer number, have to search for flight with name and confirmation number. App boots me out of boarding pass after half hour and have to search again with conf. number. Really inconvenient and pannic inducing if you get booted out right as you reach security checkpoint and have to search through your emails for the stupid conf number. If you can access trip, nice to have updated gate info.",Negative ,User Experience
"App is garbage. If you don't have internet access the app loses you boarding pass. It supposed to be able to save the boarding pass to your wallet, on Android it does not even give you the option and the iPhone version keeps coming up with errors. App should be simple and have the ability just to save the boarding passes with out needing internet access. Will be deleting the app and going back to paper. So much for trying to save natural resources.",Negative ,User Experience
Problem all time. Stupid app,Negative ,User Experience
Log me out and doesn't allow me to log in with the right credentials. Doesn't accept my credit card information. I have to call in to make reservations. Unreliable.,Negative ,Login Issues
Been trying to download app several times over the last month still not successful. Tried with 2 other phones still same issue.,Negative ,User Experience
"Sends out spam ""test"" notifications",Negative ,User Experience
"This app is not easy to use. I cannot navigate through it at all. To be fair, maybe I am just use to the ease of the Alaska Airlines app where I can easily add other family members reservations to my phone too, make changes and contact Alaska Airlines quickly. This will be the first time I fly with Delta. I am optimistic that the flight will be more pleasurable than their app. If not, I will be back to flying only Alaska Airlines.",Negative ,User Experience
"Functional but crashes a lot. Worst part is every time you need to change your password, this app will log you out and lock your account. Then you have to call in to reset your password again before you can use your account. After several times of doing this, I'm contemplating whether this app is worth having in the first place.",Negative ,User Experience
"I am not able to login to the app anymore. Something has changed. The usual phone restart, cleanup, Delta app uninstall and install didn't help. I am still able to log in, while using my laptop. Same credentials don't work for the phone app. I'll add more stars, when it is fixed. Samsung Galaxy S8, Android version 9 UpdateJuly 27th, 2019: Back in business, thanks to cust service going extra mile. Happy using this app during every travel of mine. Rating increased. Thank you.",Positive,User Experience
"topped working this morning. Everytime I try to login it says, Oops, please enter valid credentials. I can use the same credentials to log into the website from the same phone and other devices. Restart, clear cache, clear data, uninstall/reinstall... no dice, same issue is still there. So the app has rendered itself completely useless for me.",Negative ,User Experience
Right as you get to the TSA station to go through security at a packed airport is pretty much the worst time for your airline app to crash and dump all your flight info and boarding pass. Had to back out of line and go all the way back to print my boarding pass. Uninstalled the app immediately after that. I could have missed my flight!,Negative ,User Experience
There's no way to view my return flight's information. The app has no way of reporting issues other than calling a phone number.,Negative ,Flight Status
"t does the job, and is honestly much better than it used to be, but for an app that you expect to use while traveling to just completely not work while you've got a VPN running? Really? You mean I have to open myself up to security risks to use your app? Bad, bad move, Delta.",Negative ,User Experience
Great app but whenever I'm checking in using the app I have to reinput my travel documentation even though it's already in my profile and when I try to pay for luggage it continually declines or doesn't process the payment regardless of the type of card used. Other than that does everything I need it to. On a Galaxy Note 9.,Negative ,User Experience
"absolute garbage. the app doesn't even work. had to change my password 8 times. and every time it has said I am not entering ""valid credentials."" the whole point of an airline app is to make it easier for the customer to use and have flight info on their phone. this makes it impossible to even log in to. waste of space and time.",Negative ,User Experience
"It works almost entirely as it should, but one of the programmers needs to fix the text entries for departure and boarding times. On every single one of my flights it will say something ridiculous like ""departs at 10AM, boards at 1230PM. It's an easy fix and I don't see why it wouldn't be patched.",Positive,User Experience
"Very useful; lets you view flights without needing to login/create an account; opened app after flight notice, and was checked in automatically!; good that it only supports portrait orientation (will not accidentally flip when you place it on the reader); (do wish it had a separate ticket view that automatically boosted screen brightness, as other apps do, but on the other hand no problems with default settings).",Positive,User Experience
This app used to run perfectly. Now it seems to log me out just as I am getting ready to board a plane. A page pops up and says 'you have no flights today' as I'm in line to board. It's frustrating. My quick fix it to take a screen shot of my boarding pass or print off my boarding pass. This issue really needs to be fixed.,Negative ,User Experience
"Always print boarding passes because the app randomly logs you out or crashes, usually when you're in line to board, and you have to have your confirmation number or cc number handy to get your flight info again. When it works it's fine, but I just can't count on it to work.",Negative ,User Experience
This app worked at one time... But now it just crashes when checking in. So now it seems that I can only use this app to see my boarding pass... But still have to print it... Just in case this app doesn't work... Hmmmm. I only fly Delta due to comfort+... This is not going to change that... But Delta needs to fix this,Negative ,User Experience
Terrible! I can login to the Delta website and get all of my information but the Delta app doesn't recognize me and wont let me login. Had to go through a third party app to checkin through my phone and get my boarding pass. Third party app even uses my skymiles.,Negative ,User Experience
"Use Expedia to book. this for just boarding pass. Especially if you plan on buying ""travel insurance"". They can charge you togther over the app, but cant help you past that. Delta needs to do a better job at being responsible for products they sell(3rd party or not). One gal w Delta origionally was helpful, but God help you if you get broken English robots after hours...if you record conversatuons, sugest you review them. May switch back to Alaska after this last episode, but there are some good.",Negative ,User Experience
"Most of the time when you need to use the app, it will kick you out and you will have to reenter your user name and password. Then it still won't let you in because your password is ""incorrect"". So, you wait 20 minutes, sign in with the same password and it will let you in. Don't close the app though, because as soon as you do and try to get back into it, it will need a password and that password will be incorrect. Really really really frustrating.",Negative ,User Experience
"Keeps crashing and losing my flight info. It's so frustrating, whether it is going in through the security check point or boarding the plane, this stupid app crashes, can't locate my flights, my trips sucks... so i have to find my confirmation number and find my boarding pass. it's only good for checking in on time. another annoying thing it does is - not Updateany delays. such a rubbish app, might s well just have the boarding pass printed out. giving it one star because i print it out.",Negative ,User Experience
Best airline period!,Positive,User Experience
Really disappointed lately in this app. I constantly have to sign back in and often it doesn't recognize the known password or biometrics. My eyes don't change! I'm Diamond medallion so I use this app nearly every week and it's just not working.,Negative ,My trips page
"it worked better in the past and has gradually gotten worse. i have to enter my login information everytime, and it dose not have my flights saved in the app when i do login. if you check-in on a computer it does not register on the app. This all makes it difficult to call the app useful.",Negative ,User Experience
"When i need it to work, it literally makes my info disappear. Its not useful if i have to keep adding my confirmation number only to have it disappear when im boarding a plane. Absolutely ridiculous. Its been useful for some other information like which baggage claim/terminal and gate. They even have airport maps. But literally none of this is useful because the biggest issue is having to readd my trips over and over again.",Negative ,User Experience
"As others have stated, app loses flight info shortly before takeoff. Crashes when attempting to view boarding pass. Frustrating...",Negative ,Flight Status
"Can't believe that we had to pay $30 for our luggage. Going and returning home. A total of $60, dollars. The baggage handlers tore up our new luggage. I was very disappointed and dissatisfied with Delta Airlines.",Negative ,Baggage page
The best travel app!!,Positive,User Experience
Best airline app I have ever used. Wonderful user experience.,Positive,User Experience
"terrible frustrating app. always shows no upcoming flight's, even when i have entered the flight. now i get an alert that it drains my battery, and with no usb on the flights I've had with delta, thats an issue. poorly developed and not easy to use. they should use Alaska airlines app to see one that works.",Negative ,User Experience
"Very inconvenient app. Used it as guest to check-in. While the checkin itself was smooth, it ""forgot"" my itinerary 3 times. Had to manually re-insert my credentials to see the boarding passes. On top of this, the app does not show the option to email boarding passes! Imagine you are out of data midway through your trip!!!",Negative ,User Experience
"Glitchy, gates don't update, keeps telling me to check in when I've already done so, and even one leg complete and waiting on another in the airport. Not user friendly, getting the boarding pass requires experimentation to find the right screen. United's app should be what they aim to achieve.",Negative ,User Experience
My flight keeps getting removed so I lose my boarding pass when I need it most,Negative ,Flight Status
They should remove this app entirely until they resolve such an enormous problem as randomly DELETING YOUR ITINERARY. Ridiculous.. I always get a printout of my boarding passes just because this app is such a let down. It only surprises me when I can actually use it to board my flight.,Negative ,User Experience
"I'm using this app for the first time. It dropped my itinerary while I was in one of my connecting airports, so I had to look up my info again elsewhere. The app wasn't really adding any value in the first place, so I'm uninstalling it and not using it again. I'm glad I wasn't relying on it.",Negative ,User Experience
"Missing one important thing. Users should be able to complain/compliment their flight crew through a form in the app. Click on the flight, click leave feedback about your experience, and allow user to type. i had a great crew bwi->slc, but forgot their names by the time i got internet access.",Negative ,User Experience
This app works OK generally but I have been having issues with My Trips consistently. I would have an upcoming trip and it would not display and indicate I have no upcoming trips. I've uninstalled and reinstalled the app without much improvement. Totally hit or miss if my trips are displayed.,Negative ,User Experience
Whenever I get a notification about a flight from the app and then I click on the message the app crashes and my boarding pass dissapears. This happens frequently and is unacceptable considering i travel frequently. The whole point of the app is to be more efficient and to have everything accessible in your phone. This terrible app is driving me to look towards other carriers and I have diamond status with Delta 3 years in a row.,Negative ,User Experience
"I travel a lot on a number of airlines. Delta has the best app, hands down. I like the great variety of information available plus the ability to book and/or change flights easily. The notifications for boarding, baggage status and arrival/departure gates are the best in the business. This is the ultimate airline app.",Positive,User Experience
Had to keep adding my flight info so I could use boarding passes at each leg of my trip. Why does it forget this info? Example checked in and as I was walking up to the TSA check point it forgot my info and I had to re-enter the info.,Negative ,Flight Status
This app loves to fail just as I'm approaching TSA and has on a number of occasions forced me to exit a line to go get a paper ticket. It also loves to lock my account claiming failed pw attempts. Maybe others have better luck but my experience has been endlessly terrible. To be avoided.,Negative ,User Experience
"The app worked great for awhile, but now I cant even look into booking a flight. If you put in an airport in the from and to sections, it stays blank. The number one feature, being able to book or check out potential rates and prices, is unusable. The app was never great, but if it fails to perform its primary function, then it is trash. Just use the website",Negative,Booking Page
"The app used to work very well. Recently (since Jan 2020) it is prone to glitches and ghost notifications. Check in gets stuck and abandon the app to check in on website. If first leg of flight requires checking in on partner airline (KLM) the app won't get past the check in and is worthless for the rest of the trip. Baggage notifications work, so 1 extra star for that. But other ghost notifications are annoyances. Attempts to work out issues with Delta chat reps had no solution. Bummer.",Negative,Application Crashes
The app crashed right before I had to scan my boarding pass. It also wiped out all of my trips. Tried logging out and could not log back in. Tried resetting password the email arrived 15 minutes late. Your password cannot be the same as the last one! I just tried logging in with but it told me it's invalid. Anyway after logging back in my trips are still not showing up even though I see receipts for them.,Negative,Application Crashes
"Delta's app and website are terrible. It never remembers your info even though you've checked the box to do so. Then once you've typed in the password; correctly i might add, multiple times, it doesn't work. Reset the password, doesn't work. I wanted to book a vacation with them. Got fed up and booked through a different airline. Stay away from this catastrophe. I'd give it zero but that's not possible unfortunately.",Negative,User Data issue
"Really cool app. Used it for my trip to and from hawaii. Has maps of the airports, automatic tracking of your bags, gate updates, and departure times. Only hitch I had was it kept losing my flight and I haf to re-enter confirmation info over 10 different times which can get tedius/annoying when you don't know where the hell you are. Great app otherwise.",Positive,User Experience
"The app works for booking and getting flight information but it has some serious shortcomings: to do anything it wants confirmation number every time you do flight anything. The confirmation number is not displayed on the online boarding pass, so you have to dig through emails to find it. Then the app forgets it anytime you need updated flight information (gates) if you leave the app. You can purchase checked bags but it doesn't remember the purchase or offer the receipt for expensing.",Negative,Update
"The app has worked well in terms of keeping me immediately updated of flight changes and luggage status. Unfortunately, it can't fix Delta's terrible track record I've had with them, which meant needing multiple notifications. When a flight needed rescheduled, the app came short by requiring to rebook all legs, without giving the option of only changing the connecting flight. As a result, alternative flight the same night got full by time got through to customer service to change to it.",Negative,Flight Status
"I have used this app for years and never had any issues until recently. TSA Precheck is not showing on my mobile device boarding pass, but it does show on the paper boarding pass when i go to the counter and have them print it. I have had this problem with the past 3 flights in a row.",Negative,Update
"Works well most of the time. Would be better with an option to read your password when typing it in, as on the website version. Would also be better to automatically save the boarding passes to the phone such that it is not necessary to login and have web access to find it again",Positive,Login Issues
I like the Delta app. It has more options and is better than lots of other airline apps. The only thing they changed that I don't like is on the checkin it does not prompt you for bags. I always check one and many people do not so I can see why. Now I have to reopen it to check bags up front . I know I can do it on the kiosk but like to get done before I hit the airport,Positive,Baggage page
Logged me out multiple times while at the airport. Had a problem where my flight arrived late and it wouldn't show my originally scheduled connecting flight. It only showed a new flight that I could switch to. Had to look up the flight and gate info manually. Gate staff assured me that I still had a seat on the flight and that my checked bag would make it on the flight as well. Luckily I didn't accept the new connecting flight like the app made me think I needed to do before I talked to the gate,Negative,Login Issues
"Good app....when it works! I have already checked in for a flight early tomorrow morning, but now the app tells me I ""have no upcoming flights"" and "" find my flight"" can't find my flight. Not the first time this has happened. Restarted the app numerous times over the last 2 hours..still not working.",Negative,Flight Status
"One of the best airline apps I've come across. I'd still suggest taking a screenshot of your boarding pass or better yet, printing it on paper as a precaution, but I've had no problems with it and I've used it for every function. The boarding notification is also very useful.",Positive,Booking Page
I used to use delta app 3-4years ago and it was great. Recently started to fly them again and the app won't keep me logged it or pull up my flights unless I use my record locator each time. Very frustrating.,Negative,Login Issues
"When it works it's fine, but frequently loses track of upcoming trips. Frustrating when you're about to board and suddenly no longer have a boarding pass.",Negative,Flight Status
"Poor for real needs. You think this apps main purpose is to tell you what your travel plans are and show you your ticket that you just checked in with (and check in before arrival to airport, but that's a failure too) but the app fails more than half the time. It's more frustrating to use. Just expect to use a hard copy ticket to be safe. Now, don't say I didn't warn you! Delta itself is great; it's just a bad app.",Negative,Application Crashes
"It never works!!!! Everytime I attempt to open the app just shuts down. Which defeats the whole purpose of the app. I can't book flights, I can't check-in, I can't use to scan my tickets which means I know have to have a paper ticket. I can't do ANYTHING!!! I have updated, I have uninstalled and reinstalled, nothing works! Someone please fix because this is crazy and very inconvenient",Negative,Application Crashes
Why does it not show my purchased trips if I'm logged in? Why do I have to search for confirmation number etc. Such a dumb app. Where is the flexible dates option for booking flights?,Negative,My trips page
"Nice when it works. But just doesn't load my boarding pass for same day flights majority of my travels. I have to go through their website and manually type in my confirmation to have it text to me. Might be an issue with Android specifically I'm not sure. Has happened with all my devices, so I know it's not a particular phone.",Negative,Application Crashes
"App still doesn't remember password, and makes me reset password almost every time I try to log in. Probably the worst travel app I have ever used by a major airline or hotel.",Negative,User Data issue
"Sometimes when you checkin on scan your boarding pass for a connecting flight, it removes your flight itinerary. I checked last night and now I have to refind my flight because it removed it. Last week after scanning my boarding pass to get through TSA it removed my flight from the app. Other than that it works, but that's an essential part of the app.",Negative,My trips page
Garbage! What is wrong with these people at Delta? How can it possibly be a good idea to disallow access to my upcoming flight info within the app? I have to go over to my email to retrieve a confirmation number every time? What? Get a clue guys! Wake up!,Negative,My trips page
"Beyond irritating! App erases your current trip/flight when flying across time zones from East to west, if your flight lands at 2300 and the phone is using plane time which is plus one or two hours. If you want information about the flight you are still on, then you have to manual enter confirmation numbers!!!! You would think the app would keep your current trip for at least 24-48 hours or one or two hours after you have landed local time.",Negative,Flight Status
"Sheesh this app is frustrating. I use this app BECAUSE I'M FLYING, focus on THAT. As others have said it frequently loses your trips requiring you to reenter you confirmation number/credit card/ticket number. It throws errors constantly. Highly unreliable. Frankly, if you can't get it right for those already flying why in the world would I trust your system to book/buy something else? There are a thousand ways to buy what I want, start by getting it right for those who are already flying.",Negative,Error Messages
"This app made my first time flying in years much easier and about hassle free . Lots of notifs and updates on flight details, let's you know when it's boarding as well !",Positive,Booking Page
"In fairness, I still can't judge accurately, but I'll try again to see if the app still restarts after I manually Force Stop or hibernate it from a utility app, adding to the drain on the battery. Might uninstall & reinstall when needed. To Moto G5+ users w/Oreo 8 & 8.1 who reported this app useless after upgrading, Thanks for the warning. Android 7.0 stays on this G5+. Oreo ruined my other G5+'s personalizations????",Negative,Application Crashes
"Trips disappear. Every single trip I've used this app for, the trip has disappeared from the app at some point. Usually more than once. Then I need to find my reservation number and search for it again to get my boarding pass. This is very frustrating, it would be great if this was fixed up. Otherwise the app is very good",Negative,My trips page
"Found a perfect flight, selected all my options, went to pay. Input all my information, and it told me I was missing some information. Nothing was left blank, nothing was highlighted in red. Tried 7 times, including starting over from scratch twice. Finally it gave me ""fatal error"" and lost my entire booking. Am not likely to use the app again",Negative,Payment Page
"For the amount of dependency they're expecting users to have for this app, it is extremely unreliable and complicated to use. 2/18 -- Downgraded my vote again with this app. It is the least dependable app I have ever used. Constantly crashes. Locks you out and no one at Delta can help you when your in a hurry. Which naturally is when this app decides to screw up.",Negative,Application Crashes
"I am traveling with kids. Upon landing a push notification shows the carousel number. I click it, the notificatio disappears. The app opens but does not show the notification. Notifications section io theapp is empty. Moreover the whole flight is gone as historic. Aparently, creators always offboard in 5 mins and never traveled with kids",Negative,Flight Status
"There are some pretty serious design flaws. Their programmers don't seem to want to cache data ; if you lose connectivity, boarding passes can disappear. Seriously... It's an app for a location that frequently does not have Internet access? Why design a point of failure that's in one of the primary",Negative,User Experience
"App loses upcoming trip info constantly. Then have to input confirmation number again to get the trip back. Not good when using it for boarding pass and in line to present to TSA. Also when adding trip to your account, it won't take into account your Known Traveler Number that is already in your profile, which means no TSA pre-check for you. App and system built by amatuers.",Negative,My trips page
"After the recent Updateit had signed me out. Normally that wouldn't be such a big deal, but I am unable to sign back in, I am unable to reset my password, and I am unable to look up my username. I keep getting the same message over and over again saying that ""We are unable to do that at this time."" Thats only been happening since the last update, so something had to have gone wrong and needs to be fixed.",Negative,Update
"This app has the necessary features to be useful, BUT it doesn't retain the info entered by the user. How does that play out as a user experience? Imagine turning your phone's data connection back on after a flight and having to A) look up and enter your Fly Delta app password to open the app for your connecting flight details. Now imagine having to look up and enter your confirmation number to look at those flight details as you're walking across an airport with your carry on belongings in tow",Negative,User Experience
"You know your app is bad when it almost makes someone want to stop using the airline. Mostly started having trouble once I switched back to Samsung. My note 10 cant load boarding passes half the time, wont let me check in even on wifi more than half the time. It's really a bad app. Great airline but it's so dumb that they wont spend just a little more of their large piles of money on a decent app.",Negative,Application Crashes
"This Updateis horrible. It won't remember trips, requiring a confirmation number every single time the app is reopened. Rather defeats the whole convenience of the app if I have to look up the confirmation number and save the boarding pass to photos as a primary document rather than a back up. If there's a gate change, the app doesn't notify, either.",Negative,Update
"Decent functionality. Bag tracking easier than in the website, for example. BUT: a few days ago I renewed my SkyClub membership online (previously done it at the Club), and thereafter the app started crashing constantly. According to crash logs, obviously a MyWallet-spesific decimal separator problem (dot works, comma crashes), I had to temporarily change the phone language setting to US English to keep the app usable at all until I finish the ongoing and quite complex flight itinerary. Pls fix!",Negative,Baggage page
"A lot like Delta's internal systems, the app has been plagued with issues over the past several months. Save yourself the hassle and get paper copies of your boarding passes. Or make certain you save the electronic qr code as being locked out of your boarding passes once past security is a hassle. I",Negative,My trips page
Keeps all info for possible fligjrs and uses the info for higher prices! Very disappointed!,Negative,Booking Page
The only way to see upcoming trips and check in is to look up the trip via the reservation number (I literally never have that readily available) or enter my 16 digit credit card number...who thought that was a good idea?! This app is so poorly done it makes me want to go back to flying AA just for the ease of use of their app! (I fly for business every single week!),Negative,Application Crashes
"After I check in, my boarding pass disappears and my trip is no longer listed under my trips. I have to keep looking it up with the confirmation number. Not convenient. I also can't see if my Known Traveler Number on my boarding pass. I just had TSA send me to the back of the security line because I didn't have pre check in my boarding pass. It was there on my out bound trip.",Negative,My trips page
"Poorly designed. I signed up and try to log in. It does not recognize my password. When I request to reset password, it takes me to the website, which is also very poorly designed. Also, links in app, when I enter as guest, take me to 404 pages, cannot find page. 12-16-19 Update: Continues to malfunction. It didn't work over the weekend. Now, it won't let me log in.",Negative,User Experience
"It is easy to use, but several parts of the app simply don't work. Updating my address, for example... Is does not accept my address, no matter what I do, even though it is correct. Pre-purchasing wifi also doesn't work (they want you to spend extra $8 purchasing during flight, which it suspiciously works...)",Negative,User Data issue
"This app could be great except it doesn't store boarding passes on the device and I can't count the number of times I've checked into my flight and at the airport been unable to retrieve my boarding pass without rebooting my phone. In addition, the flight I'm about to get on often mysteriously disappears from my trips the day of travel. Overall I use it because it allows for convenient check-in, but it's otherwise been a disaster for 5 years since I first installed it.",Negative,My trips page
"Disgustingly Horrible, every time there is an update! Here I am in the middle of another trip, get a ""test"" message from Delta, and now can't get logged in to the app at all. When it works, it is nice, but the developers are very consistent in breaking it at the worst possible times. Absolutely HORRIBLE quality control before they push it out. SO frustrating!!",Negative,Update
"Will uninstall this worthless app once again. I keep hoping and trying this, but it is way behind the screens at the airport",Negative,Application Crashes
"never works, what's the point. I'm a sky miles member woohoo, I dont feel special at all. ***EDIT*** Now I'm a Silver Medallion, who cares, somehow the app got worse, I can't book flights from it, can't do squat on this app",Negative,Application Crashes
Finished on first page can't even register.,Negative,User Data issue
Boarding passes are great in this app,Positive,My trips page
"Latest Updatewouldn't open, uninstalled and reinstalled. OK now. LG V35",Positive,Update
Same story as many others. Works great when it works. Forgets all your trips every day or two,Negative,My trips page
i wish there was a button when youre on your way but about to miss your flight lol . makes you go to website to get # but overall great,Positive,My trips page
Great app from booking the flight to getting back home.,Positive,My trips page
Won't show my ticket. It just says it's too close to my departure time to check in. I'm already checked in. I'm at the gate. Just show me the **** ticket!,Negative,My trips page
"Boarding passes disappear randomly. Seriously, you had one job...",Negative,My trips page
Useless PoC. You can immediately tell it never went through user testing. Blocking an account for trying to log in is the most stupid thing I've seen. And making the user CALL?? An airline??? I'd rather NOT fly Delta.,Negative,Login Issues
App works fine except for sky club. When I select an airport the app closes. Galaxy S9,Negative,Application Crashes
"It never remembers my flights, and requires me to repeatedly enter my confirmation number to view my boarding pass.",Negative,My trips page
"Horrible experience!! Errors while booking international trip of 4 people, Credit card being charged $4.5K × 3, one for each error, no confirmation email and most importantly, NO ONE CONTACTED ME TO RESOLVE THIS ISSUE AFTER EMAILING CUSTOMER SERVICE COMPLAINTS DEPARTMENT!!!!",Negative,User Experience
